"numero","slug","prompt"
"160","muwaridin-turkia","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Turkey flag accent with Istanbul skyline and Bosphorus bridge, quality textile and product crates with verified golden badges, short shipping arrows. Large gold Arabic headline: 'جودة أقرب وشحن أسرع'. Small gold badge: 'دليل 2026'."
"161","muwaridin-montajat-raqamiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing digital marketplace shelf of license keys, templates and course files with supplier badges, beams delivering instantly. Large gold Arabic headline: 'منتجات بلا حدود مخزون'. Small gold badge: 'دليل 2026'."
"162","muwaridin-mahalliyin-khalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Gulf map with local warehouse pins glowing gold, same-day delivery vans radiating from them, a stopwatch showing fast delivery. Large gold Arabic headline: 'توصيل في نفس اليوم؟'. Small gold badge: 'دليل 2026'."
"163","niche-adawat-manziliya-dhakiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: futuristic glowing smart-home gadgets (bulb, plug, sensor, robot vacuum) orbiting a golden smart speaker, app control beams. Large gold Arabic headline: 'البيوت الذكية تشتري بذكاء'. Small gold badge: 'دليل 2026'."
"164","niche-aksisswarat-mujawharat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: elegant golden jewelry and accessories on black velvet, a glowing ring centerpiece with light caustics, luxury boutique mood. Large gold Arabic headline: 'هوامش تلمع كالذهب'. Small gold badge: 'دليل 2026'."
"165","niche-montajat-diniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: elegant prayer beads, a glowing Quran stand and a prayer mat arranged respectfully with soft golden light, tasteful Islamic premium mood. Large gold Arabic headline: 'نيش بقيمة وقلوب وفية'. Small gold badge: 'دليل 2026'."
"166","niche-montajat-riyadiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: dynamic glowing fitness gear (dumbbells, resistance bands, smartwatch) in motion streaks of gold, a pulse line racing upward. Large gold Arabic headline: 'عملاء يشترون كل موسم'. Small gold badge: 'دليل 2026'."
"167","niche-mustalzamat-hayawanat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: adorable glowing pet products (collar, feeder, toy) around a golden paw print, a happy pet silhouette, Gulf map subtle behind. Large gold Arabic headline: 'أصحابها يدفعون بلا تردد'. Small gold badge: 'دليل 2026'."
"168","niche-montajat-takhyim","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing campfire scene with premium camping gear (tent, lantern, flask) under a starry dark-emerald sky, golden flame light. Large gold Arabic headline: 'نيش الرحلات يشتعل'. Small gold badge: 'دليل 2026'."
"169","niche-montajat-dikor","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an elegant dark living-room corner upgraded by glowing golden decor pieces (lamp, vase, wall art), before/after light sweep. Large gold Arabic headline: 'البيوت الجميلة تدفع أكثر'. Small gold badge: 'دليل 2026'."
"170","niche-montajat-sayarat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: sleek glowing car accessories (LED strip, phone mount, organizer) orbiting a premium black car silhouette with golden headlights. Large gold Arabic headline: 'عشاق السيارات لا يبخلون'. Small gold badge: 'دليل 2026'."
"171","niche-montajat-sihha-nisaa","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: elegant glowing wellness products (yoga mat, water bottle, massager) in soft gold and emerald, a graceful pulse line rising, NO faces. Large gold Arabic headline: 'نيش يكبر كل سنة'. Small gold badge: 'دليل 2026'."
"172","niche-montajat-arsan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing wedding arch with golden gift boxes, rings and celebration decor, sparkling confetti, a love-season sales calendar. Large gold Arabic headline: 'موسم أعراس لا يتوقف'. Small gold badge: 'دليل 2026'."
"173","niche-inaya-bashra-rijal","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: premium dark grooming products (serum, razor, cream) with golden caps on a slate shelf, subtle barber tools, masculine luxury glow. Large gold Arabic headline: 'السوق الصاعد بصمت'. Small gold badge: 'دليل 2026'."
"174","niche-montajat-matbakh","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: glowing smart kitchen gadgets (slicer, organizer, mini blender) dancing over a dark marble counter, golden steam swirls. Large gold Arabic headline: 'كل بيت يحتاجها'. Small gold badge: 'دليل 2026'."
"175","akhtae-almobtadiin-facebook","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Facebook-style ads dashboard with red error flags on common mistakes, money leaking from a cracked budget jar, a golden checklist fixing them. Large gold Arabic headline: 'أخطاء تلتهم ميزانيتك'. Small gold badge: 'دليل 2026'."
"176","asrar-alielanat-annajiha-2026","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden vault door opening to reveal glowing ad-secret scrolls and winning creative cards, light rays escaping the vault. Large gold Arabic headline: 'ما تغيّر في 2026'. Small gold badge: 'دليل 2026'."
"177","afdal-kalimat-muftahiya-seo","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden magnifier over a glowing search bar with Arabic keywords ranking up a results ladder, a SEO crown on position #1. Large gold Arabic headline: 'كلمات تجلب زبائن مجاناً'. Small gold badge: 'دليل 2026'."
"178","afdal-waqt-nashr-tiktok","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing clock merged with a phone screen, certain hours lit in gold with view-counter explosions at those times. Large gold Arabic headline: 'انشر في الساعة الذهبية'. Small gold badge: 'دليل 2026'."
"179","ielanat-google-shopping","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Google-style search results page with product shopping cards highlighted in gold, a click turning into a sale beam. Large gold Arabic headline: 'اظهر لمن يبحث ليشتري'. Small gold badge: 'دليل 2026'."
"180","ielanat-tiktok-aliraq-dafe","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Iraq flag accent, a TikTok-style ads screen with local payment cards and workaround golden arrows, checkmark on a successful top-up. Large gold Arabic headline: 'الدفع من العراق ممكن'. Small gold badge: 'دليل 2026'."
"181","ielanat-tiktok-lil-tijara-electroniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a 3D smartphone playing a vertical product ad, floating hearts, views and shares, an exploding green-gold performance graph. Large gold Arabic headline: 'الخوارزمية تعمل لصالحك'. Small gold badge: 'دليل 2026'."
"182","ielanat-google-ads","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Google-style ad auction podium, a golden bid gavel, keywords funneling into a store with a conversion meter. Large gold Arabic headline: 'زبائن يبحثون عنك الآن'. Small gold badge: 'دليل 2026'."
"183","ielanat-snapchat-lilkhalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing vertical snap ad on a phone, a friendly ghost-like shape, Gulf skylines, swipe-up arrows converting into sales. Large gold Arabic headline: 'سلاح الخليج السري'. Small gold badge: 'دليل 2026'."
"184","ielanat-facebook-am-tiktok","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a blue-toned feed ad, right a fast vertical video ad, a gold 'VS', two performance gauges comparing. Large gold Arabic headline: 'منصتك الرابحة حسب منتجك'. Small gold badge: 'دليل 2026'."
"185","ielanat-facebook-suria-dafe","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Syria flag accent, an ads screen with alternative payment routes glowing (cards, wallets, intermediaries), golden detour arrows. Large gold Arabic headline: 'طرق دفع تشتغل فعلاً'. Small gold badge: 'دليل 2026'."
"186","istratijiyat-ielanat-ramadan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden lantern illuminating a Ramadan ads calendar with budget waves timed before and during the season, crescent sparkle. Large gold Arabic headline: 'اربح الموسم قبل أن يبدأ'. Small gold badge: 'دليل 2026'."
"187","ielan-bilmuathirin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing megaphone passed between phone screens, follower counters and engagement hearts converting into sales coins, a price tag balance. Large gold Arabic headline: 'المؤثر الصحيح بالسعر الصحيح'. Small gold badge: 'دليل 2026'."
"188","attaswiq-bilaumula-li-ashab-almatajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an army of small affiliate figures sharing golden links that all funnel sales back into one glowing central store. Large gold Arabic headline: 'جيش يبيع مكانك'. Small gold badge: 'دليل 2026'."
"189","attaswiq-aabr-albarid","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing envelope opening to release a stream of returning customers toward a store, an ROI meter showing a high golden return. Large gold Arabic headline: 'أعلى عائد تتجاهله المتاجر'. Small gold badge: 'دليل 2026'."
"190","alai-fi-alielanat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing AI brain wired into an ads dashboard, auto-adjusting targeting dials and budgets, performance lines smoothing upward. Large gold Arabic headline: 'دع الذكاء يحسّن إعلانك'. Small gold badge: 'دليل 2026'."
"191","seo-lilmatajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a store climbing a glowing search-results staircase from page 2 darkness to the golden #1 spot, organic visitors flowing in free. Large gold Arabic headline: 'زيارات مجانية كل يوم'. Small gold badge: 'دليل 2026'."
"192","alfarq-cbo-abo","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left one big golden budget jar feeding all ad sets (CBO), right separate small jars per ad set (ABO), gold 'VS'. Large gold Arabic headline: 'ميزانية واحدة أم موزّعة؟'. Small gold badge: 'دليل 2026'."
"193","almuhtawa-am-alielanat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a content seedling growing slowly into a tree, right a paid-ads rocket burning fuel fast, gold 'VS', a small budget purse. Large gold Arabic headline: 'بميزانية محدودة… ابدأ هنا'. Small gold badge: 'دليل 2026'."
"194","taklifat-ielanat-snapchat-khalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a snap-style ads cost dashboard over a Gulf map, golden CPM/CPC gauges and the factors (audience, season, creative) as dials. Large gold Arabic headline: 'ما يرفع التكلفة وما يخفضها'. Small gold badge: 'دليل 2026'."
"195","hisab-ielanat-mahzur","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a locked ads account behind a red 'BANNED' barrier, a golden key and an appeal document unlocking it step by step. Large gold Arabic headline: 'استرجع حسابك المحظور'. Small gold badge: 'دليل 2026'."
"196","dafe-ielanat-tiktok-fawry","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Egypt-style payment kiosk icon connected by a golden path to a TikTok-style ads balance topping up with a green check. Large gold Arabic headline: 'اشحن إعلاناتك بفوري'. Small gold badge: 'دليل 2026'."
"197","siyasat-facebook-montajat-mamnua","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing rulebook beside product icons: some stamped with red prohibition marks, others with green approval checks, a golden gavel. Large gold Arabic headline: 'لا تخسر حسابك بمنتج ممنوع'. Small gold badge: 'دليل 2026'."
"198","tiktok-ads-manager-lil-mobtadi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a clean TikTok-style ads manager interface glowing with labeled golden callouts on each section, a beginner-friendly guided path. Large gold Arabic headline: 'لوحة التحكم بلا غموض'. Small gold badge: 'دليل 2026'."
"199","facebook-ads-manager-khutwa","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Facebook-style ads manager screen with numbered golden step bubbles (1-2-3) guiding from campaign to launch button glowing. Large gold Arabic headline: 'من الصفر إلى أول حملة'. Small gold badge: 'دليل 2026'."
"200","snapchat-ads-manager-sharh","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a snap-style ads manager dashboard with golden highlight rings around key buttons, a friendly guided tour ribbon. Large gold Arabic headline: 'أطلق إعلانك في دقائق'. Small gold badge: 'دليل 2026'."
"201","dafe-ielanat-facebook-misr-fawry","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Egypt flag accent, payment kiosk and mobile wallet icons feeding an ads balance via golden pipes, success checkmarks. Large gold Arabic headline: 'فوري وفودافون كاش يكفيان'. Small gold badge: 'دليل 2026'."
"202","kam-mizaniyat-ielanat-facebook-lil-mobtadi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a small daily-budget coin stack ($5-$10 style) dripping into an ads machine that outputs test data and first sales, a beginner gauge. Large gold Arabic headline: 'ابدأ بـ 5$ يومياً'. Small gold badge: 'دليل 2026'."
"203","kam-video-yawmiyan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a content calendar with daily video slots filling up, a follower counter climbing into a buyers funnel, a golden consistency streak flame. Large gold Arabic headline: 'الاستمرارية تغلب الموهبة'. Small gold badge: 'دليل 2026'."
"204","kayfa-abni-safhat-instagram","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Instagram-style profile under construction with golden scaffolding, grid posts placing themselves, follower counter starting to climb. Large gold Arabic headline: 'من 0 متابع إلى مجتمع يشتري'. Small gold badge: 'دليل 2026'."
"205","kayfa-ajlib-zabain-bidun-ielanat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: customers flowing into a store through organic channels (content, SEO, referrals, groups) shown as golden free rivers, a crossed-out ads coin. Large gold Arabic headline: 'زبائن بدون دفع درهم'. Small gold badge: 'دليل 2026'."
"206","kayfa-akhtabir-montajat-aqal-mizaniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: several mini product test capsules sharing one small budget jar, red X on losers, one capsule glowing green as winner, lab mood. Large gold Arabic headline: 'اختبر 5 منتجات بميزانية واحد'. Small gold badge: 'دليل 2026'."
"207","kayfa-arbah-min-tiktok-organic","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a phone posting videos for free, view counters snowballing, one viral wave carrying products into a glowing store, $0 ad spend badge. Large gold Arabic headline: 'فيديوهات مجانية… مبيعات حقيقية'. Small gold badge: 'دليل 2026'."
"208","kayfa-astahdif-aljomhour-assahih","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden targeting crosshair locking onto the right glowing audience cluster among grey crowds, interest tags orbiting them. Large gold Arabic headline: 'أصب قلب جمهورك'. Small gold badge: 'دليل 2026'."
"209","kayfa-astahdif-dawla-arabiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an ads targeting map zooming into one glowing Arab country, golden geo-pin and audience dials set precisely on it. Large gold Arabic headline: 'استهدف بلداً واحداً بدقة'. Small gold badge: 'دليل 2026'."
"210","kayfa-asnae-reels","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a vertical reel frame storyboard with hook-problem-solution panels glowing in sequence, sales notifications popping from the last frame. Large gold Arabic headline: 'ريلز تتحوّل لمبيعات'. Small gold badge: 'دليل 2026'."
"211","kayfa-asnae-video-ielani-bidun-zuhur","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a faceless product video setup: hands only, product close-ups, captions and voice-over waves, camera on tripod, NO faces anywhere. Large gold Arabic headline: 'بدون وجهك… بنفس النتائج'. Small gold badge: 'دليل 2026'."
"212","kayfa-asnae-video-viral","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a video frame igniting like a golden wildfire spreading across share icons, view counter rolling into millions, a hook lightning bolt. Large gold Arabic headline: 'الفيرالية لها وصفة'. Small gold badge: 'دليل 2026'."
"213","kayfa-oelin-ala-facebook-instagram","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: Facebook and Instagram style icons merging into one golden campaign rocket launching from a beginner's laptop, simple numbered path. Large gold Arabic headline: 'أول حملة ناجحة اليوم'. Small gold badge: 'دليل 2026'."
"214","kayfa-oied-istihdaf-azzuwar-retargeting","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: grey visitors leaving a store get tagged by a golden boomerang that brings them back glowing as buyers, a pixel radar tracking. Large gold Arabic headline: 'أعدهم… فيشترون'. Small gold badge: 'دليل 2026'."
